id,district,state,state_code,year,state_tier,population,population_density,urban_population_pct,rural_population_pct,sc_st_population_pct,working_age_population_pct,female_male_ratio,gdp_per_capita,gsdp_growth_rate,poverty_rate,unemployment_rate,average_household_income,tax_revenue_per_capita,credit_deposit_ratio,imr,mmr,u5mr,life_expectancy,hospital_beds_per_1000,doctors_per_1000,health_centres_count,immunization_coverage_pct,malnutrition_rate,health_alloc_cr,health_spent_cr,health_efficiency,literacy_rate,ger_primary,ger_secondary,ger_higher,dropout_rate_primary,dropout_rate_secondary,student_teacher_ratio,schools_per_1000,gender_parity_index,education_alloc_cr,education_spent_cr,education_efficiency,agricultural_land_pct,irrigation_coverage_pct,crop_yield_index,farmer_income_inr,msp_benefit_pct,kisan_credit_coverage,drought_frequency_index,agriculture_alloc_cr,agriculture_spent_cr,agriculture_efficiency,road_density,nh_connectivity_index,railway_density,electrification_rate,internet_penetration_pct,mobile_connectivity_pct,infrastructure_alloc_cr,infrastructure_spent_cr,infrastructure_efficiency,safe_water_access_pct,sanitation_coverage_pct,groundwater_stress_index,renewable_energy_pct,energy_consumption_per_capita,water_alloc_cr,energy_alloc_cr,health_outcome_score,education_outcome_score,agriculture_outcome_score,infrastructure_outcome_score,overall_welfare_score,citizen_satisfaction_score,health_need_index,education_need_index,infrastructure_need_index,overall_need_index,uplift_multiplier,absorption_capacity
79,Aurangabad,Maharashtra,MH,2019,A,1213373,326,48.7,51.3,12.5,57.1,0.889,189461.0,6.8,26.4,2.6,189142.0,15422.0,88.8,35.1,109.0,50.9,70.4,2.26,0.88,144,81.0,20.1,530.48,432.69,0.816,81.1,96.4,81.7,31.3,4.5,11.5,22.0,4.86,0.974,620.53,528.25,0.851,29.0,58.7,81.9,103502.0,72.1,74.4,0.44,408.53,322.01,0.788,1.38,89.5,0.034,91.9,32.5,71.7,777.69,599.14,0.77,75.8,71.9,0.48,24.8,1277.0,275.54,331.28,95.0,66.7,70.8,61.5,74.7,3.49,41.3,48.2,36.9,42.1,1.4,0.806
80,Aurangabad,Maharashtra,MH,2020,A,1234317,334,46.2,53.8,12.9,66.5,0.881,208126.0,9.7,25.4,7.9,204723.0,15703.0,76.8,28.6,111.0,36.0,71.5,2.36,1.07,47,78.8,23.8,550.61,373.59,0.679,78.6,98.7,82.4,35.9,3.8,10.1,26.0,5.36,0.947,659.76,469.41,0.711,37.6,72.2,83.2,97830.0,43.3,75.7,0.31,452.32,369.71,0.817,1.39,62.3,0.0364,94.7,44.7,78.4,822.92,491.1,0.597,83.7,79.0,0.38,28.8,1306.0,283.66,353.13,95.0,65.7,73.3,61.8,75.0,3.86,40.0,47.3,36.1,41.1,1.4,0.701
81,Aurangabad,Maharashtra,MH,2021,A,1261575,354,45.2,54.8,14.8,68.0,0.908,213769.0,9.5,22.9,7.5,215758.0,15946.0,47.3,28.8,117.0,42.0,70.0,2.59,1.16,144,88.7,19.6,631.18,526.54,0.834,82.8,97.3,83.8,40.2,3.1,11.3,27.0,5.74,0.947,698.81,504.65,0.722,38.6,74.6,83.4,106925.0,73.6,67.3,0.48,468.28,362.06,0.773,1.41,79.9,0.0498,98.2,49.4,83.1,855.95,654.48,0.765,76.1,76.5,0.64,31.4,1317.0,296.36,379.76,95.0,73.9,77.9,68.9,79.8,3.7,34.6,44.3,28.4,35.8,1.4,0.774
82,Aurangabad,Maharashtra,MH,2022,A,1261292,402,49.6,50.4,21.2,58.6,0.928,232234.0,10.4,18.1,8.8,210658.0,17094.0,52.1,35.4,97.0,47.1,69.8,2.33,1.19,163,84.7,20.7,673.2,673.2,1.0,82.6,95.1,81.1,41.8,2.2,11.5,23.0,5.69,0.958,766.52,639.21,0.834,36.6,64.0,90.3,111820.0,62.4,63.1,0.57,500.08,341.32,0.683,1.61,78.4,0.0395,95.4,52.3,86.8,976.83,874.7,0.895,83.2,81.4,0.29,28.6,1398.0,306.22,383.49,95.0,73.2,67.9,73.1,78.7,3.63,40.5,45.3,26.3,37.4,1.4,0.853
83,Aurangabad,Maharashtra,MH,2023,A,1286550,330,52.0,48.0,28.5,64.9,0.94,244025.0,12.3,18.7,5.7,235976.0,17398.0,74.3,30.6,87.0,41.2,70.8,2.22,0.97,146,85.2,20.8,690.49,690.49,1.0,82.0,95.9,86.7,44.4,2.7,12.6,23.0,5.48,0.968,779.75,711.87,0.913,33.4,71.5,93.7,118651.0,46.4,64.4,0.19,522.88,433.8,0.83,1.69,60.6,0.0411,98.7,57.6,85.0,1075.5,731.14,0.68,82.7,87.6,0.47,34.7,1422.0,335.3,402.44,95.0,78.7,79.3,73.3,82.4,3.76,38.1,45.4,26.3,36.6,1.4,0.856
84,Aurangabad,Maharashtra,MH,2024,A,1288070,279,47.6,52.4,19.2,62.1,0.933,262725.0,6.2,23.6,10.7,242378.0,18698.0,43.1,27.9,84.0,41.6,73.7,2.4,1.19,74,89.7,20.0,789.59,705.43,0.893,83.2,93.9,80.5,39.5,2.8,12.6,24.0,5.62,0.975,879.87,801.83,0.911,24.6,77.3,91.7,115177.0,58.3,60.4,0.22,557.39,503.32,0.903,1.64,79.8,0.0502,100.0,66.5,86.6,1117.59,1008.69,0.903,86.6,83.5,0.67,32.6,1496.0,346.23,444.0,95.0,72.7,83.2,79.1,83.1,3.69,32.2,45.1,19.7,32.3,1.4,0.902
85,Kolhapur,Maharashtra,MH,2018,A,1204760,425,47.2,52.8,20.5,59.9,0.907,176201.0,12.1,23.9,6.6,179889.0,14467.0,91.9,39.8,117.0,60.9,71.1,2.29,1.1,62,76.1,25.8,495.29,489.73,0.989,80.6,90.5,81.8,34.5,5.0,13.0,28.0,4.52,0.949,606.96,553.11,0.911,38.9,59.2,81.8,93658.0,72.2,46.2,0.25,413.48,241.21,0.583,1.5,80.5,0.0466,88.8,25.1,72.4,720.96,631.7,0.876,71.4,72.5,0.66,21.3,1219.0,256.34,302.73,95.0,65.2,61.7,59.2,71.9,3.59,47.3,47.6,40.7,45.2,1.4,0.84
86,Kolhapur,Maharashtra,MH,2019,A,1197664,420,43.3,56.7,16.4,60.6,0.882,188434.0,6.9,27.6,10.5,182533.0,15385.0,71.4,31.9,103.0,44.7,71.5,2.42,0.86,49,80.5,20.9,518.93,395.64,0.762,81.0,97.9,78.1,40.3,4.1,11.5,23.0,5.24,0.987,639.11,507.77,0.795,37.7,60.5,92.2,98830.0,58.0,59.4,0.54,404.48,339.52,0.839,1.31,83.6,0.0485,93.8,36.5,73.7,726.55,646.73,0.89,74.7,73.0,0.37,19.6,1258.0,254.98,328.24,95.0,70.2,64.3,61.0,74.2,3.83,39.2,45.4,36.4,40.3,1.4,0.822
87,Kolhapur,Maharashtra,MH,2020,A,1217633,1520,46.7,53.3,8.1,59.2,0.968,196280.0,12.7,19.0,4.2,202275.0,15403.0,46.1,31.5,104.0,48.4,69.9,2.52,1.14,93,87.1,21.1,597.0,409.38,0.686,81.3,95.0,78.9,38.7,5.4,7.3,23.0,5.41,0.976,696.95,643.65,0.924,43.4,71.2,83.8,98697.0,71.3,62.8,0.13,434.84,410.31,0.944,1.43,72.5,0.0432,92.3,40.7,75.7,777.31,689.5,0.887,78.2,79.2,0.71,22.7,1310.0,279.65,355.73,95.0,71.9,81.8,62.2,78.4,3.75,37.4,43.0,36.5,39.0,1.4,0.86
88,Kolhapur,Maharashtra,MH,2021,A,1229726,337,48.0,52.0,13.8,57.7,0.964,216721.0,8.5,24.9,5.6,211927.0,15906.0,93.4,29.7,102.0,36.3,69.3,2.41,0.98,142,79.6,20.7,600.53,394.99,0.658,79.9,94.8,80.9,37.6,4.5,11.7,21.0,5.26,1.002,713.29,639.69,0.897,30.3,73.9,92.4,107090.0,79.0,43.0,0.11,471.73,418.3,0.887,1.36,66.5,0.0364,94.8,50.7,80.7,865.49,630.68,0.729,76.0,77.0,0.59,31.3,1378.0,285.76,381.3,95.0,70.6,83.4,64.0,78.8,4.04,40.0,47.0,33.5,40.2,1.4,0.793
89,Kolhapur,Maharashtra,MH,2022,A,1258687,308,47.9,52.1,16.2,60.1,0.891,222789.0,8.0,22.8,8.7,218333.0,16399.0,97.5,35.2,109.0,56.2,71.4,2.73,0.95,89,83.3,18.7,629.73,566.11,0.899,83.3,96.6,78.5,42.9,4.7,9.7,25.0,5.16,0.973,780.16,603.03,0.773,33.2,77.2,92.3,106271.0,45.9,39.3,0.54,482.81,304.67,0.631,1.65,79.8,0.0428,98.0,55.8,79.8,927.76,837.57,0.903,82.6,82.5,0.46,26.4,1376.0,313.54,380.95,95.0,74.9,60.2,74.5,77.9,3.47,37.4,42.0,24.9,34.8,1.4,0.802
90,Kolhapur,Maharashtra,MH,2023,A,1255217,288,51.9,48.1,25.2,67.6,0.916,246706.0,7.6,27.0,11.0,233622.0,18026.0,74.2,27.3,94.0,39.2,69.8,2.57,1.25,71,90.4,24.0,729.93,729.93,1.0,83.1,100.3,85.6,37.6,3.9,11.9,22.0,5.64,1.0,778.64,670.28,0.861,38.9,72.5,82.2,109907.0,54.3,77.0,0.26,514.56,341.87,0.664,1.5,95.7,0.0546,97.6,59.3,82.8,1023.12,864.51,0.845,81.2,82.9,0.44,35.9,1503.0,321.65,430.78,95.0,78.1,78.8,76.1,82.8,3.56,35.7,44.9,22.0,34.2,1.4,0.842
91,Kolhapur,Maharashtra,MH,2024,A,1278528,522,51.3,48.7,28.1,69.2,0.963,252294.0,12.3,19.5,7.1,238488.0,18392.0,54.4,25.6,104.0,31.8,71.8,2.38,1.0,55,85.8,23.2,731.58,731.58,1.0,84.1,96.5,84.8,42.4,4.8,8.1,23.0,5.99,1.025,874.89,712.36,0.814,38.8,73.6,91.0,116655.0,63.6,48.4,0.33,549.72,362.09,0.659,1.46,62.1,0.0608,100.0,65.1,94.1,1144.26,815.72,0.713,88.9,90.7,0.59,32.2,1553.0,354.94,439.44,95.0,85.9,73.5,73.2,83.0,3.74,35.6,40.1,24.0,33.2,1.4,0.796
92,Mumbai,Maharashtra,MH,2018,A,1188030,3717,75.6,24.4,10.6,57.0,0.878,254629.0,10.8,27.1,2.2,186767.0,14687.0,77.7,31.8,111.0,42.0,70.1,3.21,1.74,110,76.4,21.3,487.75,406.01,0.832,88.1,91.6,78.1,35.9,3.2,12.9,23.0,4.57,0.977,615.32,577.6,0.939,31.1,58.6,87.9,94431.0,44.9,54.8,0.12,409.21,277.58,0.678,2.15,64.0,0.0754,90.3,41.8,74.7,711.14,679.71,0.956,78.9,71.0,0.75,16.7,1178.0,239.09,292.54,95.0,74.5,63.2,74.1,78.3,3.94,39.6,43.5,32.8,38.6,1.4,0.851
93,Mumbai,Maharashtra,MH,2019,A,1188893,6553,77.8,22.2,15.2,59.0,0.944,258414.0,12.4,20.2,10.9,193116.0,14705.0,65.3,37.1,121.0,55.3,71.4,3.04,1.79,54,85.1,23.5,520.01,351.23,0.675,87.0,93.1,81.3,37.6,6.3,11.4,22.0,5.31,0.974,631.9,585.59,0.927,34.6,66.9,84.8,94111.0,44.3,37.3,0.55,409.87,316.93,0.773,2.26,62.7,0.0752,93.5,48.3,69.3,731.75,471.6,0.644,81.3,76.1,0.58,25.5,1271.0,256.41,331.09,95.0,77.5,46.2,77.7,76.5,3.42,38.9,43.2,30.9,37.7,1.4,0.755
94,Mumbai,Maharashtra,MH,2020,A,1206793,3526,79.0,21.0,14.3,57.0,0.906,278726.0,12.5,27.6,2.1,198621.0,15498.0,78.3,29.1,106.0,45.9,69.9,3.36,1.92,85,87.7,25.8,551.94,468.54,0.849,87.8,93.3,75.4,38.5,4.6,7.7,23.0,5.61,0.95,647.61,541.81,0.837,44.1,63.9,89.8,105440.0,49.5,66.1,0.36,441.47,362.34,0.821,2.19,57.1,0.0857,92.9,53.9,72.4,814.6,693.24,0.851,74.2,76.1,0.34,26.2,1273.0,283.04,337.02,95.0,74.5,69.3,77.1,80.3,3.64,36.7,40.5,30.2,35.8,1.4,0.839
95,Mumbai,Maharashtra,MH,2021,A,1230973,8714,76.4,23.6,9.6,67.9,0.993,292437.0,11.3,26.7,7.0,208867.0,15947.0,70.6,35.8,118.0,52.0,70.3,3.31,1.96,149,88.4,23.9,614.21,419.91,0.684,88.0,98.7,82.1,33.7,2.8,12.2,21.0,4.96,0.977,717.39,637.49,0.889,28.6,72.9,83.8,104996.0,69.9,64.0,0.69,464.48,369.7,0.796,2.1,71.0,0.0763,94.5,67.7,79.4,906.02,754.22,0.832,83.9,79.0,0.55,27.4,1325.0,300.77,356.75,95.0,76.7,68.8,83.5,82.3,4.12,38.1,44.3,21.5,34.6,1.4,0.8
96,Mumbai,Maharashtra,MH,2022,A,1223209,4165,76.3,23.7,28.6,68.6,1.001,312101.0,6.1,27.3,5.9,226959.0,17315.0,116.2,28.7,97.0,44.2,70.5,3.25,1.94,156,88.0,21.7,621.89,557.22,0.896,92.2,93.1,82.2,43.6,5.2,12.1,25.0,5.26,0.97,767.47,720.83,0.939,41.1,77.6,89.2,111153.0,71.9,65.0,0.59,493.02,452.7,0.918,2.21,72.9,0.0749,98.5,64.4,83.7,945.6,656.83,0.695,83.9,77.3,0.22,32.6,1392.0,303.9,391.15,95.0,87.5,79.6,87.3,88.1,4.23,34.0,38.3,19.0,30.4,1.4,0.862
97,Mumbai,Maharashtra,MH,2023,A,1256526,7627,79.7,20.3,9.0,57.2,0.954,334238.0,11.1,24.8,10.8,230030.0,17334.0,112.7,27.5,94.0,33.9,69.6,3.78,2.05,130,86.6,18.1,669.54,502.22,0.75,91.2,98.2,84.6,38.8,5.8,12.1,24.0,5.61,0.985,777.85,617.54,0.794,38.7,64.7,83.9,110335.0,41.6,74.2,0.59,504.66,311.47,0.617,2.3,78.8,0.0785,99.6,74.0,88.7,1030.65,616.46,0.598,83.7,86.3,0.5,35.4,1474.0,323.08,399.67,95.0,86.5,60.7,94.1,85.8,4.32,32.8,39.7,13.7,28.7,1.4,0.69
98,Mumbai,Maharashtra,MH,2024,A,1268378,11749,80.3,19.7,28.6,64.3,0.938,356469.0,9.7,22.5,10.5,239019.0,18725.0,119.3,25.7,78.0,31.9,69.9,3.31,2.03,59,87.2,23.0,706.52,689.42,0.976,90.9,93.9,86.0,43.5,5.3,11.7,25.0,5.38,0.979,858.37,805.31,0.938,43.0,72.6,89.0,123528.0,53.6,78.2,0.7,527.98,456.88,0.865,2.42,63.6,0.0951,100.0,84.3,89.2,1141.71,839.93,0.736,82.1,92.1,0.25,33.6,1559.0,364.65,450.11,95.0,89.9,73.3,95.0,89.4,4.3,34.1,38.5,13.7,28.8,1.4,0.879
99,Nagpur,Maharashtra,MH,2018,A,1241562,7417,74.7,25.3,10.2,57.3,0.935,256134.0,13.3,23.6,7.2,181905.0,13979.0,104.8,31.8,134.0,40.1,69.7,3.0,1.95,97,81.0,19.5,523.45,384.19,0.734,88.6,91.6,74.9,30.4,4.9,12.5,22.0,5.28,0.947,614.02,504.14,0.821,33.0,66.0,79.5,91978.0,74.5,72.8,0.36,399.66,329.61,0.825,2.07,51.1,0.0681,91.3,46.6,65.3,695.08,467.4,0.672,76.7,65.2,0.26,22.4,1177.0,256.66,296.31,95.0,67.0,75.7,69.7,77.8,3.29,37.3,45.7,35.6,39.5,1.4,0.763
100,Nagpur,Maharashtra,MH,2019,A,1247587,7213,77.1,22.9,26.7,66.1,0.925,275581.0,7.6,22.4,10.1,181637.0,14604.0,77.5,29.2,106.0,41.8,70.0,3.54,1.93,80,79.1,21.6,551.37,417.51,0.757,88.3,93.8,79.5,35.6,4.0,15.2,26.0,4.74,0.98,648.94,627.04,0.966,40.7,65.3,78.4,96515.0,61.7,61.3,0.28,415.15,372.5,0.897,2.29,75.2,0.0704,90.6,46.2,77.6,742.64,601.99,0.811,74.7,73.5,0.59,25.1,1226.0,258.26,313.75,95.0,74.6,65.8,80.8,80.5,3.92,37.7,43.9,28.6,36.7,1.4,0.858
101,Nagpur,Maharashtra,MH,2020,A,1282937,3542,77.2,22.8,20.8,64.2,0.899,296390.0,9.4,22.8,6.7,191258.0,15263.0,109.3,28.7,113.0,37.3,70.2,3.22,1.82,127,81.0,22.6,583.29,533.98,0.915,90.3,96.9,77.1,32.7,3.6,12.0,22.0,5.2,0.972,679.44,629.63,0.927,26.5,61.2,90.7,102706.0,67.5,54.4,0.27,460.31,406.82,0.884,2.24,65.2,0.0808,93.2,52.9,81.2,803.65,771.58,0.96,78.5,72.9,0.53,28.0,1316.0,291.89,353.9,95.0,74.6,71.5,81.2,81.8,3.46,37.2,42.8,26.8,35.6,1.4,0.922
102,Nagpur,Maharashtra,MH,2021,A,1292981,3644,75.9,24.1,18.3,58.8,1.007,314719.0,6.3,25.6,10.3,203048.0,16264.0,119.9,27.2,112.0,35.9,72.6,3.68,2.02,100,88.1,24.4,614.3,602.97,0.982,87.5,96.3,78.3,34.8,2.7,12.5,23.0,5.52,0.948,719.1,613.13,0.853,39.9,66.6,90.0,110987.0,64.6,47.3,0.12,485.25,285.37,0.588,2.33,78.3,0.0898,97.8,68.0,79.0,924.71,685.0,0.741,80.8,80.3,0.72,31.4,1372.0,300.01,369.82,95.0,71.2,73.5,90.5,83.6,3.77,33.2,45.0,18.4,32.2,1.4,0.791
103,Nagpur,Maharashtra,MH,2022,A,1309678,7630,75.9,24.1,15.2,59.9,0.921,319751.0,6.3,18.2,10.9,217527.0,16729.0,105.8,28.0,114.0,42.4,69.6,3.4,2.03,157,85.7,22.1,647.12,647.12,1.0,89.1,99.5,83.5,40.9,4.3,8.4,22.0,5.12,0.963,790.98,626.49,0.792,25.0,78.5,95.1,115890.0,79.8,46.0,0.38,505.09,426.54,0.844,2.16,92.7,0.0775,96.3,69.4,84.9,980.49,604.56,0.617,86.8,79.7,0.28,33.1,1442.0,329.39,411.19,95.0,84.8,83.3,91.1,89.1,4.31,35.3,39.5,14.6,29.8,1.4,0.813
104,Nagpur,Maharashtra,MH,2023,A,1323222,4988,76.5,23.5,16.4,61.3,0.919,349059.0,10.0,18.3,4.0,233099.0,17074.0,116.1,29.7,95.0,42.7,72.8,3.41,2.0,115,85.2,23.7,737.57,673.68,0.913,92.4,99.4,85.1,44.4,4.8,11.6,24.0,5.75,0.97,845.09,810.43,0.959,24.1,77.7,84.1,113676.0,69.7,46.4,0.67,533.41,412.24,0.773,2.15,70.4,0.0873,100.0,76.3,85.1,1064.59,847.41,0.796,87.8,81.1,0.66,32.8,1501.0,335.03,432.42,95.0,90.9,63.6,89.6,86.3,3.93,34.9,38.0,15.3,29.4,1.4,0.86
105,Nagpur,Maharashtra,MH,2024,A,1346490,10297,82.4,17.6,22.8,57.7,0.927,369668.0,6.5,22.8,5.1,243551.0,17724.0,117.3,33.4,105.0,50.1,70.3,3.7,1.84,53,87.2,20.1,787.13,726.77,0.923,91.6,95.2,89.0,41.5,3.6,7.1,25.0,5.79,0.981,840.26,754.35,0.898,36.3,70.4,98.2,116011.0,57.3,78.7,0.39,551.63,403.29,0.731,2.27,100.0,0.0852,100.0,78.3,88.1,1081.36,909.06,0.841,85.7,91.6,0.48,38.7,1490.0,370.29,469.27,95.0,95.0,88.3,95.0,93.7,4.52,35.6,35.1,8.3,26.3,1.4,0.848
106,Nashik,Maharashtra,MH,2018,A,1257377,314,45.8,54.2,10.0,55.4,0.99,185679.0,12.4,24.8,3.1,174603.0,14560.0,65.8,32.0,120.0,39.2,70.3,2.11,1.05,75,79.6,19.1,490.29,395.66,0.807,78.9,94.8,75.9,36.9,6.4,14.2,22.0,4.98,0.926,601.95,599.38,0.996,27.8,65.0,86.9,96923.0,62.4,35.4,0.33,408.71,250.7,0.613,1.31,51.5,0.0316,89.4,26.3,70.7,730.65,657.76,0.9,72.0,66.7,0.26,21.1,1215.0,244.54,318.18,95.0,57.1,58.0,50.0,66.9,3.05,40.6,52.2,48.3,47.0,1.4,0.829
107,Nashik,Maharashtra,MH,2019,A,1252427,407,47.1,52.9,27.0,64.6,0.977,193569.0,12.5,20.3,10.1,189720.0,15261.0,67.1,35.4,116.0,52.8,68.6,2.04,0.91,59,85.2,20.3,574.12,450.55,0.785,78.5,96.8,80.6,36.2,5.0,13.4,23.0,5.6,0.986,659.34,490.45,0.744,38.3,59.7,78.5,96406.0,58.5,70.7,0.61,436.85,324.01,0.742,1.34,68.2,0.0518,89.2,39.7,74.3,769.68,669.7,0.87,76.9,76.7,0.74,21.9,1231.0,271.3,339.67,95.0,65.4,57.6,58.0,70.9,3.7,42.0,49.2,40.5,43.9,1.4,0.785
108,Nashik,Maharashtra,MH,2020,A,1271515,372,47.4,52.6,23.9,57.3,0.969,212264.0,7.4,21.4,10.7,193385.0,15906.0,69.5,30.4,122.0,41.9,70.7,2.27,1.05,62,81.9,25.8,572.22,522.27,0.913,79.9,97.2,76.3,42.1,4.4,9.2,22.0,4.87,0.967,681.59,644.27,0.945,33.0,64.0,88.9,104877.0,46.7,43.7,0.13,458.47,381.56,0.832,1.42,91.0,0.0501,94.5,45.7,74.1,803.93,553.02,0.688,74.6,76.3,0.76,21.3,1268.0,284.37,364.2,95.0,68.3,62.2,67.3,74.8,3.26,41.6,45.2,30.8,39.2,1.4,0.844
109,Nashik,Maharashtra,MH,2021,A,1289504,440,44.6,55.4,10.4,68.7,1.004,213087.0,13.6,24.9,9.8,207618.0,16213.0,69.3,33.5,95.0,40.6,70.1,2.52,0.96,123,89.2,18.4,638.29,528.18,0.828,82.9,92.9,82.9,42.0,6.2,12.4,24.0,5.42,0.996,736.17,507.75,0.69,42.7,72.5,90.8,103824.0,66.4,53.8,0.56,457.59,379.79,0.83,1.62,56.7,0.0555,95.4,51.7,83.3,909.35,796.03,0.875,84.8,78.0,0.4,28.8,1375.0,308.94,384.61,95.0,77.7,70.7,68.2,79.1,3.29,36.0,43.8,31.5,37.1,1.4,0.806
110,Nashik,Maharashtra,MH,2022,A,1308106,308,45.9,54.1,19.5,56.3,0.924,230922.0,9.2,25.0,5.5,217893.0,16581.0,62.4,28.1,88.0,40.5,71.9,2.52,1.07,91,89.6,21.3,669.98,442.36,0.66,81.6,95.0,81.0,40.6,4.3,11.4,26.0,5.71,0.995,804.23,551.57,0.686,27.7,63.1,91.4,115560.0,49.7,76.1,0.14,513.32,366.32,0.714,1.39,77.9,0.0431,96.7,52.1,87.0,979.38,690.0,0.705,84.1,84.2,0.36,29.3,1372.0,312.57,406.87,95.0,74.2,80.7,69.1,80.5,4.02,33.8,43.5,28.2,35.2,1.4,0.691
111,Nashik,Maharashtra,MH,2023,A,1317066,438,50.3,49.7,9.5,63.9,0.918,253608.0,9.9,25.6,7.0,221339.0,17660.0,97.1,30.8,106.0,47.9,70.4,2.33,1.14,97,90.9,23.9,707.85,527.17,0.745,84.1,94.7,86.2,40.2,4.7,7.0,24.0,5.45,0.995,800.67,733.25,0.916,40.8,68.0,83.5,110076.0,65.7,64.3,0.48,509.72,371.35,0.729,1.58,79.9,0.0598,97.8,62.0,86.5,1046.04,906.96,0.867,86.9,89.9,0.28,29.3,1480.0,342.13,417.95,95.0,83.9,69.4,76.1,82.4,4.0,37.5,39.7,22.7,33.3,1.4,0.814
112,Nashik,Maharashtra,MH,2024,A,1330134,1146,52.2,47.8,11.4,61.0,0.917,259284.0,6.6,22.2,2.6,247013.0,17929.0,72.4,32.5,96.0,45.9,71.1,2.45,1.19,167,90.6,20.7,786.39,657.49,0.836,82.0,97.5,88.6,39.0,4.6,7.4,24.0,5.2,0.995,889.73,703.98,0.791,36.5,78.7,97.8,117016.0,56.0,47.1,0.79,565.61,444.11,0.785,1.69,82.4,0.0545,99.5,68.6,87.3,1175.0,1049.05,0.893,89.1,83.4,0.38,33.1,1506.0,348.51,477.53,95.0,82.4,66.8,81.1,82.7,3.59,35.8,41.5,18.2,31.8,1.4,0.826
113,Pune,Maharashtra,MH,2018,A,1222468,6503,74.0,26.0,22.5,64.8,0.973,259421.0,6.7,24.9,2.5,180713.0,14349.0,118.3,33.5,109.0,42.1,71.0,3.32,1.68,48,82.0,19.6,522.22,486.97,0.932,85.3,90.7,82.9,33.7,4.5,14.5,28.0,5.49,0.965,601.11,424.82,0.707,40.5,65.9,83.8,98860.0,44.4,54.7,0.11,402.94,242.33,0.601,1.99,55.3,0.078,91.5,45.8,74.6,699.44,485.61,0.694,78.7,67.2,0.78,16.1,1234.0,242.77,314.2,95.0,71.7,64.7,70.6,77.0,3.54,36.8,45.4,33.0,38.4,1.4,0.734
114,Pune,Maharashtra,MH,2019,A,1239101,3114,73.2,26.8,19.7,67.9,0.941,272388.0,11.6,24.0,7.6,190275.0,15336.0,67.7,31.8,129.0,49.5,70.1,3.37,1.76,63,81.1,21.4,545.88,371.79,0.681,89.7,98.4,81.0,36.6,4.0,14.2,26.0,4.76,0.983,660.15,649.55,0.984,39.2,68.3,84.7,103075.0,74.6,37.8,0.12,419.96,372.93,0.888,2.29,58.3,0.0789,91.3,55.7,76.9,790.85,606.96,0.767,76.1,70.7,0.23,25.4,1271.0,277.77,339.61,95.0,79.0,69.5,80.1,82.2,3.81,38.0,42.0,29.3,36.4,1.4,0.83
115,Pune,Maharashtra,MH,2020,A,1254665,3794,79.3,20.7,26.5,58.8,0.935,280132.0,13.6,25.1,4.1,201176.0,15685.0,86.5,29.0,116.0,40.8,71.7,3.36,1.97,107,83.6,25.1,573.65,403.62,0.704,86.7,97.0,81.2,39.4,3.5,8.4,22.0,5.05,0.971,676.28,554.54,0.82,42.5,65.6,87.2,105667.0,55.9,61.9,0.7,461.38,293.38,0.636,2.31,75.1,0.0742,93.8,61.8,76.9,812.02,676.71,0.833,76.4,71.8,0.28,22.0,1271.0,274.94,351.06,95.0,79.7,60.2,86.2,82.0,4.1,36.6,41.0,23.1,33.6,1.4,0.748
116,Pune,Maharashtra,MH,2021,A,1260246,6186,79.8,20.2,17.9,64.6,0.901,298090.0,6.3,20.2,4.5,202988.0,15798.0,72.2,31.5,97.0,42.4,70.9,3.51,1.75,138,85.8,18.3,642.94,642.94,1.0,87.6,93.7,84.1,41.1,3.1,8.6,23.0,5.28,0.981,715.51,592.45,0.828,39.0,62.1,84.0,109142.0,75.8,58.5,0.47,452.93,339.71,0.75,2.23,65.4,0.0764,95.3,58.2,78.7,866.51,616.09,0.711,77.2,82.9,0.56,28.9,1373.0,300.07,355.12,95.0,84.9,67.2,82.6,83.8,3.89,34.0,39.4,24.8,32.7,1.4,0.822
117,Pune,Maharashtra,MH,2022,A,1284488,4653,79.7,20.3,16.9,57.9,0.919,319275.0,11.2,23.7,5.2,227307.0,16953.0,79.2,26.8,90.0,34.8,69.8,3.26,1.86,67,90.0,17.8,664.8,541.25,0.814,92.1,92.9,81.0,44.5,5.7,13.1,23.0,5.07,0.992,792.8,680.35,0.858,35.2,67.5,93.3,107658.0,52.9,56.0,0.46,480.89,299.9,0.624,2.29,69.0,0.0846,95.9,68.8,84.3,920.45,657.79,0.715,79.3,77.6,0.79,28.6,1430.0,311.87,403.54,95.0,88.1,67.9,88.6,86.3,3.76,31.0,38.8,19.8,29.9,1.4,0.753
118,Pune,Maharashtra,MH,2023,A,1305698,4685,78.8,21.2,16.5,61.0,1.006,348003.0,13.7,18.7,8.6,237787.0,17185.0,69.0,32.2,98.0,49.5,70.1,3.68,1.86,68,84.1,23.2,721.32,619.78,0.859,90.4,99.5,81.9,44.2,3.8,9.2,24.0,5.3,1.005,812.64,612.98,0.754,41.5,70.6,90.7,120280.0,65.0,44.7,0.76,520.83,368.36,0.707,2.19,93.2,0.0874,100.0,78.9,90.4,1004.48,707.85,0.705,82.5,87.4,0.22,33.1,1483.0,347.37,417.4,95.0,90.1,59.3,95.0,86.6,3.91,37.9,36.4,9.0,27.8,1.4,0.756
